Wavelength (nm),Absorbance,Title,Time
190,0.138,9S_05nov2015,11/19/2015 11:24:52 AM
191,0.41,,
192,0.427,,
193,0.125,,
194,-0.114,,
195,0.079,,
196,0.437,,
197,0.547,,
198,0.392,,
199,0.417,,
200,0.322,,
201,0.242,,
202,0.032,,
203,-0.142,,
204,-0.075,,
205,0.066,,
206,0.285,,
207,0.378,,
208,0.339,,
209,0.218,,
210,0.244,,
211,0.452,,
212,0.482,,
213,0.4,,
214,0.172,,
215,-0.014,,
216,0.019,,
217,0.121,,
218,0.213,,
219,0.221,,
220,0.172,,
221,0.152,,
222,0.14,,
223,0.163,,
224,0.156,,
225,0.154,,
226,0.158,,
227,0.161,,
228,0.163,,
229,0.162,,
230,0.157,,
231,0.154,,
232,0.15,,
233,0.148,,
234,0.148,,
235,0.145,,
236,0.145,,
237,0.143,,
238,0.141,,
239,0.139,,
240,0.137,,
241,0.137,,
242,0.138,,
243,0.138,,
244,0.137,,
245,0.135,,
246,0.133,,
247,0.132,,
248,0.132,,
249,0.133,,
250,0.131,,
251,0.13,,
252,0.129,,
253,0.129,,
254,0.129,,
255,0.127,,
256,0.124,,
257,0.124,,
258,0.124,,
259,0.125,,
260,0.123,,
261,0.122,,
262,0.12,,
263,0.119,,
264,0.118,,
265,0.118,,
266,0.118,,
267,0.118,,
268,0.116,,
269,0.114,,
270,0.112,,
271,0.112,,
272,0.111,,
273,0.11,,
274,0.11,,
275,0.109,,
276,0.108,,
277,0.106,,
278,0.104,,
279,0.103,,
280,0.102,,
281,0.101,,
282,0.1,,
283,0.098,,
284,0.097,,
285,0.095,,
286,0.093,,
287,0.093,,
288,0.092,,
289,0.091,,
290,0.089,,
291,0.088,,
292,0.087,,
293,0.086,,
294,0.085,,
295,0.085,,
296,0.086,,
297,0.085,,
298,0.083,,
299,0.08,,
300,0.079,,
301,0.078,,
302,0.077,,
303,0.077,,
304,0.076,,
305,0.075,,
306,0.074,,
307,0.072,,
308,0.071,,
309,0.071,,
310,0.071,,
311,0.071,,
312,0.07,,
313,0.068,,
314,0.067,,
315,0.066,,
316,0.065,,
317,0.065,,
318,0.065,,
319,0.064,,
320,0.062,,
321,0.061,,
322,0.061,,
323,0.061,,
324,0.061,,
325,0.059,,
326,0.058,,
327,0.057,,
328,0.057,,
329,0.056,,
330,0.055,,
331,0.055,,
332,0.054,,
333,0.054,,
334,0.053,,
335,0.052,,
336,0.052,,
337,0.052,,
338,0.052,,
339,0.05,,
340,0.05,,
341,0.049,,
342,0.049,,
343,0.049,,
344,0.048,,
345,0.048,,
346,0.047,,
347,0.046,,
348,0.046,,
349,0.044,,
350,0.044,,
351,0.044,,
352,0.044,,
353,0.045,,
354,0.044,,
355,0.042,,
356,0.041,,
357,0.042,,
358,0.042,,
359,0.043,,
360,0.042,,
361,0.042,,
362,0.041,,
363,0.039,,
364,0.038,,
365,0.037,,
366,0.037,,
367,0.038,,
368,0.039,,
369,0.039,,
370,0.037,,
371,0.037,,
372,0.036,,
373,0.035,,
374,0.035,,
375,0.034,,
376,0.035,,
377,0.035,,
378,0.033,,
379,0.032,,
380,0.031,,
381,0.032,,
382,0.031,,
383,0.03,,
384,0.029,,
385,0.03,,
386,0.03,,
387,0.031,,
388,0.029,,
389,0.028,,
390,0.028,,
391,0.029,,
392,0.029,,
393,0.028,,
394,0.028,,
395,0.028,,
396,0.027,,
397,0.025,,
398,0.025,,
399,0.024,,
400,0.025,,
401,0.025,,
402,0.025,,
403,0.026,,
404,0.026,,
405,0.025,,
406,0.024,,
407,0.024,,
408,0.023,,
409,0.024,,
410,0.023,,
411,0.024,,
412,0.024,,
413,0.023,,
414,0.023,,
415,0.023,,
416,0.023,,
417,0.022,,
418,0.021,,
419,0.02,,
420,0.02,,
421,0.02,,
422,0.019,,
423,0.019,,
424,0.018,,
425,0.018,,
426,0.018,,
427,0.018,,
428,0.019,,
429,0.018,,
430,0.018,,
431,0.018,,
432,0.018,,
433,0.018,,
434,0.017,,
435,0.017,,
436,0.017,,
437,0.017,,
438,0.016,,
439,0.015,,
440,0.015,,
441,0.015,,
442,0.015,,
443,0.015,,
444,0.015,,
445,0.015,,
446,0.015,,
447,0.015,,
448,0.014,,
449,0.014,,
450,0.013,,
451,0.014,,
452,0.014,,
453,0.013,,
454,0.013,,
455,0.013,,
456,0.014,,
457,0.014,,
458,0.013,,
459,0.013,,
460,0.013,,
461,0.014,,
462,0.013,,
463,0.013,,
464,0.013,,
465,0.014,,
466,0.013,,
467,0.013,,
468,0.013,,
469,0.013,,
470,0.012,,
471,0.012,,
472,0.012,,
473,0.012,,
474,0.012,,
475,0.011,,
476,0.011,,
477,0.011,,
478,0.012,,
479,0.012,,
480,0.011,,
481,0.011,,
482,0.01,,
483,0.01,,
484,0.011,,
485,0.01,,
486,0.01,,
487,0.01,,
488,0.01,,
489,0.01,,
490,0.009,,
491,0.008,,
492,0.008,,
493,0.008,,
494,0.009,,
495,0.009,,
496,0.009,,
497,0.01,,
498,0.01,,
499,0.01,,
500,0.009,,
501,0.01,,
502,0.009,,
503,0.009,,
504,0.009,,
505,0.009,,
506,0.01,,
507,0.009,,
508,0.009,,
509,0.009,,
510,0.009,,
511,0.008,,
512,0.008,,
513,0.008,,
514,0.008,,
515,0.007,,
516,0.007,,
517,0.008,,
518,0.007,,
519,0.008,,
520,0.008,,
521,0.008,,
522,0.008,,
523,0.007,,
524,0.007,,
525,0.006,,
526,0.007,,
527,0.006,,
528,0.007,,
529,0.006,,
530,0.006,,
531,0.006,,
532,0.006,,
533,0.007,,
534,0.007,,
535,0.006,,
536,0.006,,
537,0.006,,
538,0.007,,
539,0.007,,
540,0.007,,
541,0.006,,
542,0.005,,
543,0.006,,
544,0.007,,
545,0.007,,
546,0.006,,
547,0.005,,
548,0.005,,
549,0.005,,
550,0.005,,
551,0.005,,
552,0.005,,
553,0.004,,
554,0.004,,
555,0.004,,
556,0.005,,
557,0.005,,
558,0.005,,
559,0.005,,
560,0.004,,
561,0.003,,
562,0.003,,
563,0.005,,
564,0.006,,
565,0.006,,
566,0.004,,
567,0.002,,
568,0.003,,
569,0.004,,
570,0.005,,
571,0.004,,
572,0.003,,
573,0.004,,
574,0.005,,
575,0.004,,
576,0.003,,
577,0.003,,
578,0.004,,
579,0.005,,
580,0.004,,
581,0.005,,
582,0.005,,
583,0.004,,
584,0.002,,
585,0.002,,
586,0.004,,
587,0.006,,
588,0.005,,
589,0.002,,
590,0.002,,
591,0.003,,
592,0.003,,
593,0.002,,
594,0.002,,
595,0.004,,
596,0.004,,
597,0.003,,
598,0.004,,
599,0.003,,
600,0.003,,
601,0.002,,
602,0.003,,
603,0.003,,
604,0.002,,
605,0.002,,
606,0.003,,
607,0.003,,
608,0.003,,
609,0.003,,
610,0.003,,
611,0.004,,
612,0.004,,
613,0.004,,
614,0.002,,
615,0.002,,
616,0.002,,
617,0.003,,
618,0.003,,
619,0.003,,
620,0.003,,
621,0.003,,
622,0.003,,
623,0.003,,
624,0.003,,
625,0.005,,
626,0.004,,
627,0.004,,
628,0.003,,
629,0.004,,
630,0.005,,
631,0.004,,
632,0.005,,
633,0.004,,
634,0.003,,
635,0.003,,
636,0.002,,
637,0.002,,
638,0.001,,
639,0.001,,
640,0.002,,
641,0.002,,
642,0.003,,
643,0.002,,
644,0.002,,
645,0.002,,
646,0.002,,
647,0.003,,
648,0.003,,
649,0.002,,
650,0.002,,
651,0.003,,
652,0.003,,
653,0.003,,
654,0.003,,
655,0.003,,
656,0.003,,
657,0.003,,
658,0.003,,
659,0.003,,
660,0.003,,
661,0.003,,
662,0.002,,
663,0.001,,
664,0.002,,
665,0.002,,
666,0.003,,
667,0.002,,
668,0.001,,
669,0.001,,
670,0.002,,
671,0.002,,
672,0.001,,
673,0.001,,
674,0.001,,
675,0.002,,
676,0.003,,
677,0.001,,
678,0.001,,
679,0.002,,
680,0.002,,
681,0.001,,
682,0,,
683,0.002,,
684,0.002,,
685,0.003,,
686,0.001,,
687,0.001,,
688,0.001,,
689,0.002,,
690,0.001,,
691,0.002,,
692,0.002,,
693,0.002,,
694,0.002,,
695,0.002,,
696,0.003,,
697,0.003,,
698,0.002,,
699,0,,
700,0,,
701,0,,
702,0.001,,
703,0,,
704,-0.001,,
705,0,,
706,0.003,,
707,0.003,,
708,0.002,,
709,0.001,,
710,0,,
711,0,,
712,0,,
713,0,,
714,-0.001,,
715,0.001,,
716,0.002,,
717,0.004,,
718,0.003,,
719,0.002,,
720,0,,
721,0.001,,
722,0.002,,
723,0.003,,
724,0.002,,
725,0.001,,
726,0.002,,
727,0.003,,
728,0.002,,
729,0.002,,
730,0.001,,
731,0.001,,
732,0.001,,
733,0.001,,
734,-0.001,,
735,-0.001,,
736,-0.002,,
737,-0.003,,
738,-0.002,,
739,0.001,,
740,0,,
741,0,,
742,-0.001,,
743,0,,
744,0,,
745,0,,
746,0,,
747,0,,
748,0.001,,
749,0,,
750,0,,
751,0.001,,
752,0.002,,
753,0.005,,
754,0.003,,
755,-0.001,,
756,0,,
757,0.003,,
758,0.004,,
759,0.001,,
760,0.003,,
761,0.001,,
762,0.002,,
763,0.001,,
764,0.001,,
765,-0.001,,
766,-0.002,,
767,0,,
768,0.001,,
769,0.003,,
770,0.002,,
771,-0.001,,
772,-0.001,,
773,0,,
774,0.005,,
775,0.005,,
776,0.003,,
777,0.001,,
778,-0.002,,
779,-0.002,,
780,0.001,,
781,0.003,,
782,0.001,,
783,-0.002,,
784,0,,
785,0.005,,
786,0.003,,
787,0,,
788,-0.003,,
789,-0.002,,
790,0,,
791,0.002,,
792,0.002,,
793,0.001,,
794,0.001,,
795,0.001,,
796,-0.001,,
797,-0.003,,
798,-0.002,,
799,0,,
800,0.002,,
801,-0.001,,
802,-0.002,,
803,-0.004,,
804,-0.002,,
805,-0.002,,
806,0,,
807,0.001,,
808,0.003,,
809,0.001,,
810,-0.002,,
811,0.001,,
812,-0.003,,
813,0.001,,
814,0.002,,
815,0.006,,
816,0.005,,
817,0.007,,
818,0.007,,
819,0.007,,
820,0.005,,
821,0.002,,
822,0.001,,
823,0,,
824,-0.001,,
825,0,,
826,0.001,,
827,0,,
828,0,,
829,0.003,,
830,0.001,,
831,-0.003,,
832,-0.004,,
833,-0.003,,
834,-0.003,,
835,-0.003,,
836,-0.001,,
837,-0.001,,
838,0.003,,
839,0.003,,
840,0.003,,
