Wavelength (nm),Absorbance,Title,Time
190,0.228,10LS_24sept2015,10/15/2015 10:40:38 AM
191,0.4,,
192,0.326,,
193,0.039,,
194,-0.322,,
195,-0.264,,
196,-0.053,,
197,0.004,,
198,-0.053,,
199,-0.38,,
200,-0.554,,
201,-0.432,,
202,-0.401,,
203,-0.273,,
204,-0.196,,
205,-0.302,,
206,-0.381,,
207,-0.076,,
208,0.222,,
209,0.401,,
210,0.286,,
211,-0.106,,
212,-0.327,,
213,-0.294,,
214,-0.11,,
215,0.151,,
216,0.155,,
217,-0.002,,
218,0.068,,
219,0.16,,
220,0.227,,
221,0.198,,
222,0.207,,
223,0.209,,
224,0.213,,
225,0.221,,
226,0.22,,
227,0.22,,
228,0.226,,
229,0.226,,
230,0.223,,
231,0.217,,
232,0.213,,
233,0.21,,
234,0.207,,
235,0.205,,
236,0.2,,
237,0.198,,
238,0.192,,
239,0.189,,
240,0.186,,
241,0.185,,
242,0.186,,
243,0.184,,
244,0.181,,
245,0.179,,
246,0.179,,
247,0.18,,
248,0.178,,
249,0.175,,
250,0.172,,
251,0.171,,
252,0.171,,
253,0.168,,
254,0.165,,
255,0.163,,
256,0.163,,
257,0.163,,
258,0.163,,
259,0.163,,
260,0.163,,
261,0.161,,
262,0.158,,
263,0.156,,
264,0.154,,
265,0.152,,
266,0.151,,
267,0.15,,
268,0.148,,
269,0.148,,
270,0.147,,
271,0.147,,
272,0.145,,
273,0.143,,
274,0.141,,
275,0.14,,
276,0.138,,
277,0.136,,
278,0.135,,
279,0.134,,
280,0.131,,
281,0.129,,
282,0.127,,
283,0.126,,
284,0.125,,
285,0.123,,
286,0.121,,
287,0.119,,
288,0.118,,
289,0.117,,
290,0.115,,
291,0.113,,
292,0.112,,
293,0.111,,
294,0.11,,
295,0.108,,
296,0.106,,
297,0.105,,
298,0.103,,
299,0.101,,
300,0.099,,
301,0.097,,
302,0.097,,
303,0.096,,
304,0.095,,
305,0.095,,
306,0.092,,
307,0.091,,
308,0.089,,
309,0.089,,
310,0.088,,
311,0.086,,
312,0.085,,
313,0.084,,
314,0.084,,
315,0.083,,
316,0.082,,
317,0.08,,
318,0.078,,
319,0.077,,
320,0.075,,
321,0.076,,
322,0.076,,
323,0.076,,
324,0.074,,
325,0.072,,
326,0.071,,
327,0.069,,
328,0.068,,
329,0.068,,
330,0.068,,
331,0.067,,
332,0.066,,
333,0.066,,
334,0.065,,
335,0.064,,
336,0.062,,
337,0.06,,
338,0.059,,
339,0.059,,
340,0.06,,
341,0.059,,
342,0.058,,
343,0.057,,
344,0.056,,
345,0.056,,
346,0.056,,
347,0.055,,
348,0.054,,
349,0.054,,
350,0.053,,
351,0.052,,
352,0.051,,
353,0.05,,
354,0.05,,
355,0.049,,
356,0.049,,
357,0.049,,
358,0.048,,
359,0.048,,
360,0.046,,
361,0.048,,
362,0.047,,
363,0.045,,
364,0.044,,
365,0.043,,
366,0.044,,
367,0.043,,
368,0.042,,
369,0.04,,
370,0.04,,
371,0.041,,
372,0.041,,
373,0.04,,
374,0.039,,
375,0.038,,
376,0.038,,
377,0.038,,
378,0.037,,
379,0.036,,
380,0.035,,
381,0.035,,
382,0.034,,
383,0.034,,
384,0.034,,
385,0.033,,
386,0.033,,
387,0.033,,
388,0.033,,
389,0.032,,
390,0.03,,
391,0.031,,
392,0.032,,
393,0.032,,
394,0.032,,
395,0.03,,
396,0.029,,
397,0.028,,
398,0.027,,
399,0.027,,
400,0.026,,
401,0.025,,
402,0.025,,
403,0.026,,
404,0.026,,
405,0.027,,
406,0.026,,
407,0.026,,
408,0.025,,
409,0.025,,
410,0.025,,
411,0.025,,
412,0.024,,
413,0.023,,
414,0.024,,
415,0.024,,
416,0.024,,
417,0.023,,
418,0.022,,
419,0.022,,
420,0.022,,
421,0.021,,
422,0.021,,
423,0.021,,
424,0.02,,
425,0.02,,
426,0.019,,
427,0.019,,
428,0.019,,
429,0.019,,
430,0.02,,
431,0.02,,
432,0.02,,
433,0.019,,
434,0.019,,
435,0.018,,
436,0.018,,
437,0.018,,
438,0.018,,
439,0.018,,
440,0.017,,
441,0.017,,
442,0.017,,
443,0.016,,
444,0.017,,
445,0.017,,
446,0.017,,
447,0.015,,
448,0.015,,
449,0.015,,
450,0.015,,
451,0.015,,
452,0.015,,
453,0.015,,
454,0.014,,
455,0.014,,
456,0.014,,
457,0.015,,
458,0.014,,
459,0.014,,
460,0.013,,
461,0.013,,
462,0.012,,
463,0.013,,
464,0.013,,
465,0.013,,
466,0.013,,
467,0.013,,
468,0.012,,
469,0.01,,
470,0.009,,
471,0.009,,
472,0.011,,
473,0.011,,
474,0.011,,
475,0.01,,
476,0.01,,
477,0.01,,
478,0.01,,
479,0.011,,
480,0.01,,
481,0.01,,
482,0.009,,
483,0.01,,
484,0.01,,
485,0.011,,
486,0.01,,
487,0.01,,
488,0.01,,
489,0.009,,
490,0.008,,
491,0.008,,
492,0.008,,
493,0.009,,
494,0.009,,
495,0.008,,
496,0.008,,
497,0.008,,
498,0.009,,
499,0.009,,
500,0.008,,
501,0.008,,
502,0.008,,
503,0.009,,
504,0.009,,
505,0.008,,
506,0.006,,
507,0.006,,
508,0.007,,
509,0.008,,
510,0.008,,
511,0.007,,
512,0.007,,
513,0.007,,
514,0.007,,
515,0.007,,
516,0.007,,
517,0.007,,
518,0.007,,
519,0.007,,
520,0.007,,
521,0.007,,
522,0.006,,
523,0.005,,
524,0.006,,
525,0.007,,
526,0.006,,
527,0.005,,
528,0.006,,
529,0.007,,
530,0.007,,
531,0.007,,
532,0.007,,
533,0.006,,
534,0.006,,
535,0.005,,
536,0.006,,
537,0.006,,
538,0.005,,
539,0.004,,
540,0.005,,
541,0.005,,
542,0.005,,
543,0.005,,
544,0.005,,
545,0.005,,
546,0.004,,
547,0.004,,
548,0.004,,
549,0.004,,
550,0.003,,
551,0.003,,
552,0.003,,
553,0.003,,
554,0.005,,
555,0.005,,
556,0.004,,
557,0.004,,
558,0.003,,
559,0.003,,
560,0.003,,
561,0.003,,
562,0.004,,
563,0.004,,
564,0.005,,
565,0.003,,
566,0.002,,
567,0.001,,
568,0.001,,
569,0.001,,
570,0.002,,
571,0.003,,
572,0.003,,
573,0.002,,
574,0.002,,
575,0.002,,
576,0.002,,
577,0.002,,
578,0.001,,
579,0.003,,
580,0,,
581,0.001,,
582,0.001,,
583,0.002,,
584,0.003,,
585,0.001,,
586,0.001,,
587,0.002,,
588,0.002,,
589,0.003,,
590,0.002,,
591,0.003,,
592,0.001,,
593,0.001,,
594,0.003,,
595,0.002,,
596,0.003,,
597,0.002,,
598,0.002,,
599,0.001,,
600,0,,
601,0,,
602,0.001,,
603,0.001,,
604,0.002,,
605,0.001,,
606,0.001,,
607,0.002,,
608,0.004,,
609,0.004,,
610,0.002,,
611,0.002,,
612,0.002,,
613,0.002,,
614,0.002,,
615,0.002,,
616,0.002,,
617,0.002,,
618,0.002,,
619,0.001,,
620,0.001,,
621,0,,
622,0,,
623,0.001,,
624,0.002,,
625,0.001,,
626,0,,
627,0.001,,
628,0,,
629,0.001,,
630,-0.001,,
631,-0.001,,
632,0.001,,
633,0,,
634,-0.001,,
635,0,,
636,0.001,,
637,0.001,,
638,0.001,,
639,0.002,,
640,0.002,,
641,0.001,,
642,0,,
643,-0.001,,
644,0,,
645,0,,
646,0.001,,
647,0.001,,
648,0.001,,
649,0,,
650,-0.001,,
651,-0.001,,
652,0.001,,
653,0,,
654,0,,
655,0,,
656,0,,
657,-0.001,,
658,-0.001,,
659,-0.001,,
660,0.001,,
661,0.001,,
662,0,,
663,0,,
664,0,,
665,0,,
666,0,,
667,0,,
668,0,,
669,0,,
670,0,,
671,0,,
672,-0.001,,
673,-0.001,,
674,0,,
675,0.001,,
676,0.001,,
677,0,,
678,0,,
679,0.001,,
680,0,,
681,0.001,,
682,-0.001,,
683,-0.002,,
684,-0.002,,
685,-0.001,,
686,0,,
687,-0.001,,
688,-0.002,,
689,0,,
690,0,,
691,-0.001,,
692,0,,
693,0,,
694,-0.001,,
695,-0.002,,
696,0,,
697,0,,
698,0,,
699,-0.001,,
700,-0.001,,
701,-0.001,,
702,-0.002,,
703,-0.002,,
704,0,,
705,0.001,,
706,0.001,,
707,0.001,,
708,0,,
709,-0.002,,
710,-0.002,,
711,-0.001,,
712,0,,
713,0,,
714,-0.002,,
715,-0.003,,
716,-0.001,,
717,-0.001,,
718,-0.001,,
719,0,,
720,-0.001,,
721,-0.001,,
722,-0.001,,
723,0,,
724,0,,
725,-0.001,,
726,-0.001,,
727,0,,
728,0,,
729,0,,
730,0,,
731,-0.001,,
732,-0.001,,
733,-0.002,,
734,-0.003,,
735,-0.001,,
736,0.001,,
737,0,,
738,-0.003,,
739,-0.003,,
