Wavelength (nm),Absorbance,Title,Time
190,0.167,10LS_01oct2015,10/8/2015 11:12:20 AM
191,0.117,,
192,0.21,,
193,-0.013,,
194,-0.129,,
195,-0.258,,
196,-0.285,,
197,-0.362,,
198,-0.364,,
199,0.006,,
200,0.533,,
201,0.795,,
202,0.214,,
203,-0.202,,
204,-0.671,,
205,-0.632,,
206,-0.312,,
207,-0.406,,
208,-0.328,,
209,-0.24,,
210,0.003,,
211,0.315,,
212,0.192,,
213,0.126,,
214,0.137,,
215,0.079,,
216,0.074,,
217,0.148,,
218,0.179,,
219,0.21,,
220,0.21,,
221,0.192,,
222,0.204,,
223,0.218,,
224,0.224,,
225,0.225,,
226,0.222,,
227,0.223,,
228,0.225,,
229,0.222,,
230,0.22,,
231,0.213,,
232,0.206,,
233,0.2,,
234,0.196,,
235,0.195,,
236,0.193,,
237,0.188,,
238,0.184,,
239,0.183,,
240,0.183,,
241,0.184,,
242,0.184,,
243,0.181,,
244,0.177,,
245,0.175,,
246,0.177,,
247,0.178,,
248,0.178,,
249,0.175,,
250,0.172,,
251,0.171,,
252,0.17,,
253,0.169,,
254,0.167,,
255,0.165,,
256,0.164,,
257,0.164,,
258,0.166,,
259,0.165,,
260,0.164,,
261,0.161,,
262,0.158,,
263,0.155,,
264,0.154,,
265,0.154,,
266,0.153,,
267,0.152,,
268,0.15,,
269,0.148,,
270,0.148,,
271,0.146,,
272,0.145,,
273,0.142,,
274,0.14,,
275,0.139,,
276,0.137,,
277,0.135,,
278,0.132,,
279,0.13,,
280,0.129,,
281,0.129,,
282,0.127,,
283,0.124,,
284,0.122,,
285,0.119,,
286,0.116,,
287,0.115,,
288,0.112,,
289,0.11,,
290,0.109,,
291,0.108,,
292,0.106,,
293,0.104,,
294,0.103,,
295,0.102,,
296,0.1,,
297,0.099,,
298,0.097,,
299,0.093,,
300,0.091,,
301,0.09,,
302,0.09,,
303,0.089,,
304,0.087,,
305,0.086,,
306,0.084,,
307,0.083,,
308,0.082,,
309,0.082,,
310,0.081,,
311,0.079,,
312,0.076,,
313,0.075,,
314,0.075,,
315,0.074,,
316,0.073,,
317,0.072,,
318,0.072,,
319,0.072,,
320,0.069,,
321,0.068,,
322,0.067,,
323,0.067,,
324,0.068,,
325,0.066,,
326,0.065,,
327,0.063,,
328,0.062,,
329,0.062,,
330,0.061,,
331,0.06,,
332,0.059,,
333,0.058,,
334,0.057,,
335,0.056,,
336,0.055,,
337,0.056,,
338,0.056,,
339,0.055,,
340,0.054,,
341,0.052,,
342,0.052,,
343,0.052,,
344,0.05,,
345,0.049,,
346,0.049,,
347,0.049,,
348,0.048,,
349,0.046,,
350,0.045,,
351,0.045,,
352,0.045,,
353,0.045,,
354,0.044,,
355,0.043,,
356,0.043,,
357,0.043,,
358,0.043,,
359,0.042,,
360,0.041,,
361,0.041,,
362,0.041,,
363,0.041,,
364,0.039,,
365,0.038,,
366,0.038,,
367,0.037,,
368,0.037,,
369,0.035,,
370,0.035,,
371,0.035,,
372,0.035,,
373,0.035,,
374,0.034,,
375,0.033,,
376,0.033,,
377,0.033,,
378,0.032,,
379,0.032,,
380,0.03,,
381,0.03,,
382,0.029,,
383,0.028,,
384,0.027,,
385,0.027,,
386,0.028,,
387,0.029,,
388,0.028,,
389,0.027,,
390,0.028,,
391,0.028,,
392,0.028,,
393,0.027,,
394,0.027,,
395,0.026,,
396,0.025,,
397,0.023,,
398,0.022,,
399,0.022,,
400,0.022,,
401,0.022,,
402,0.022,,
403,0.022,,
404,0.022,,
405,0.022,,
406,0.022,,
407,0.022,,
408,0.022,,
409,0.021,,
410,0.02,,
411,0.019,,
412,0.019,,
413,0.019,,
414,0.019,,
415,0.02,,
416,0.019,,
417,0.019,,
418,0.018,,
419,0.018,,
420,0.018,,
421,0.017,,
422,0.018,,
423,0.018,,
424,0.018,,
425,0.018,,
426,0.017,,
427,0.016,,
428,0.015,,
429,0.015,,
430,0.016,,
431,0.016,,
432,0.015,,
433,0.014,,
434,0.014,,
435,0.014,,
436,0.014,,
437,0.014,,
438,0.013,,
439,0.014,,
440,0.013,,
441,0.014,,
442,0.014,,
443,0.013,,
444,0.013,,
445,0.013,,
446,0.013,,
447,0.013,,
448,0.012,,
449,0.011,,
450,0.011,,
451,0.01,,
452,0.01,,
453,0.01,,
454,0.01,,
455,0.01,,
456,0.01,,
457,0.01,,
458,0.01,,
459,0.01,,
460,0.01,,
461,0.01,,
462,0.01,,
463,0.009,,
464,0.009,,
465,0.009,,
466,0.009,,
467,0.008,,
468,0.008,,
469,0.007,,
470,0.008,,
471,0.009,,
472,0.009,,
473,0.009,,
474,0.008,,
475,0.008,,
476,0.007,,
477,0.007,,
478,0.007,,
479,0.007,,
480,0.007,,
481,0.006,,
482,0.007,,
483,0.008,,
484,0.009,,
485,0.01,,
486,0.009,,
487,0.009,,
488,0.009,,
489,0.008,,
490,0.008,,
491,0.008,,
492,0.008,,
493,0.007,,
494,0.007,,
495,0.006,,
496,0.006,,
497,0.006,,
498,0.007,,
499,0.007,,
500,0.007,,
501,0.006,,
502,0.005,,
503,0.006,,
504,0.007,,
505,0.007,,
506,0.007,,
507,0.007,,
508,0.006,,
509,0.004,,
510,0.004,,
511,0.005,,
512,0.007,,
513,0.007,,
514,0.006,,
515,0.004,,
516,0.005,,
517,0.005,,
518,0.006,,
519,0.006,,
520,0.005,,
521,0.005,,
522,0.004,,
523,0.004,,
524,0.004,,
525,0.004,,
526,0.005,,
527,0.005,,
528,0.006,,
529,0.006,,
530,0.006,,
531,0.006,,
532,0.006,,
533,0.005,,
534,0.006,,
535,0.005,,
536,0.005,,
537,0.005,,
538,0.005,,
539,0.005,,
540,0.004,,
541,0.004,,
542,0.005,,
543,0.006,,
544,0.005,,
545,0.004,,
546,0.004,,
547,0.005,,
548,0.005,,
549,0.005,,
550,0.005,,
551,0.004,,
552,0.003,,
553,0.003,,
554,0.004,,
555,0.003,,
556,0.002,,
557,0.003,,
558,0.003,,
559,0.004,,
560,0.003,,
561,0.004,,
562,0.004,,
563,0.004,,
564,0.003,,
565,0.003,,
566,0.004,,
567,0.004,,
568,0.003,,
569,0.002,,
570,0.002,,
571,0.003,,
572,0.003,,
573,0.002,,
574,0.003,,
575,0.003,,
576,0.003,,
577,0.003,,
578,0.003,,
579,0.004,,
580,0.003,,
581,0.002,,
582,0.001,,
583,0.001,,
584,0.002,,
585,0.002,,
586,0.002,,
587,0.002,,
588,0.001,,
589,0.001,,
590,0.002,,
591,0.003,,
592,0.003,,
593,0.002,,
594,0,,
595,0,,
596,0,,
597,0.001,,
598,0.003,,
599,0.003,,
600,0.002,,
601,0.002,,
602,0.002,,
603,0.003,,
604,0.002,,
605,0.002,,
606,0.001,,
607,0.001,,
608,0.002,,
609,0.002,,
610,0.002,,
611,0.003,,
612,0.002,,
613,-0.001,,
614,0,,
615,0,,
616,0,,
617,0.001,,
618,0.002,,
619,0.001,,
620,-0.001,,
621,-0.001,,
622,0,,
623,0,,
624,0,,
625,0,,
626,0.002,,
627,0.003,,
628,0.003,,
629,0.002,,
630,0.001,,
631,0.001,,
632,0,,
633,0,,
634,0,,
635,0,,
636,0,,
637,0,,
638,0.002,,
639,0.001,,
640,0,,
641,-0.001,,
642,0.001,,
643,0,,
644,0,,
645,0,,
646,-0.001,,
647,-0.002,,
648,-0.003,,
649,-0.002,,
650,-0.001,,
651,0,,
652,-0.001,,
653,-0.002,,
654,-0.001,,
655,-0.001,,
656,-0.001,,
657,-0.001,,
658,0,,
659,0.001,,
660,0.002,,
661,0.003,,
662,0.002,,
663,0,,
664,0,,
665,0,,
666,0.001,,
667,-0.001,,
668,-0.002,,
669,-0.002,,
670,-0.001,,
671,-0.002,,
672,-0.001,,
673,-0.001,,
674,-0.001,,
675,-0.002,,
676,-0.001,,
677,-0.001,,
678,-0.002,,
679,-0.003,,
680,-0.002,,
681,-0.002,,
682,-0.002,,
683,-0.004,,
684,-0.003,,
685,-0.002,,
686,-0.002,,
687,-0.003,,
688,-0.003,,
689,-0.002,,
690,-0.002,,
691,-0.003,,
692,-0.003,,
693,-0.003,,
694,-0.002,,
695,0,,
696,0,,
697,0,,
698,-0.002,,
699,-0.001,,
700,0,,
701,-0.002,,
702,-0.002,,
703,-0.001,,
704,0,,
705,0,,
706,0,,
707,-0.001,,
708,-0.002,,
709,-0.002,,
710,-0.002,,
711,-0.003,,
712,-0.002,,
713,-0.003,,
714,-0.002,,
715,-0.003,,
716,-0.002,,
717,-0.002,,
718,-0.003,,
719,-0.003,,
720,-0.002,,
721,-0.002,,
722,-0.001,,
723,-0.001,,
724,-0.001,,
725,0,,
726,0.001,,
727,0,,
728,-0.001,,
729,-0.001,,
730,0,,
731,0,,
732,-0.002,,
733,-0.004,,
734,-0.003,,
735,-0.003,,
736,-0.001,,
737,-0.001,,
738,0.002,,
739,0,,
740,-0.002,,
741,-0.004,,
742,-0.004,,
743,-0.004,,
744,-0.004,,
745,-0.002,,
746,-0.001,,
747,-0.002,,
748,-0.005,,
749,-0.002,,
750,0,,
751,-0.001,,
752,-0.002,,
753,-0.004,,
754,-0.004,,
755,-0.004,,
756,-0.002,,
757,-0.002,,
758,-0.003,,
759,-0.003,,
760,-0.005,,
761,-0.005,,
762,-0.005,,
763,-0.004,,
764,-0.003,,
765,-0.001,,
766,-0.001,,
767,-0.003,,
768,-0.006,,
769,-0.006,,
770,-0.003,,
771,-0.003,,
772,-0.004,,
773,-0.002,,
774,-0.002,,
775,-0.002,,
776,-0.001,,
777,0,,
778,0,,
779,0,,
780,-0.001,,
781,0,,
782,0,,
783,-0.002,,
784,-0.004,,
785,-0.003,,
786,-0.002,,
787,-0.002,,
788,-0.003,,
789,-0.005,,
790,-0.006,,
791,-0.004,,
792,-0.002,,
793,0,,
794,0.001,,
795,0.001,,
796,-0.002,,
797,-0.002,,
798,-0.005,,
799,-0.008,,
800,-0.007,,
801,-0.001,,
802,0,,
803,-0.003,,
804,-0.003,,
805,-0.001,,
806,-0.003,,
807,-0.004,,
808,-0.002,,
809,0.002,,
810,0,,
811,-0.003,,
812,0,,
813,0.002,,
814,0.001,,
815,0,,
816,-0.002,,
817,-0.004,,
818,-0.006,,
819,-0.003,,
820,0,,
821,0.004,,
822,-0.001,,
823,-0.007,,
824,-0.007,,
825,-0.003,,
826,0,,
827,0,,
828,-0.001,,
829,-0.001,,
830,0,,
831,-0.003,,
832,0,,
833,0.001,,
834,0,,
835,-0.005,,
836,-0.005,,
837,-0.004,,
838,-0.004,,
839,0,,
840,0.002,,
