Wavelength (nm),Absorbance,Title,Time
220,0.201,11S_22sept2015,10/15/2015 10:54:43 AM
221,0.222,,
222,0.221,,
223,0.213,,
224,0.212,,
225,0.218,,
226,0.218,,
227,0.22,,
228,0.22,,
229,0.216,,
230,0.214,,
231,0.207,,
232,0.202,,
233,0.198,,
234,0.196,,
235,0.192,,
236,0.186,,
237,0.184,,
238,0.179,,
239,0.178,,
240,0.178,,
241,0.179,,
242,0.18,,
243,0.177,,
244,0.172,,
245,0.17,,
246,0.17,,
247,0.171,,
248,0.17,,
249,0.167,,
250,0.164,,
251,0.163,,
252,0.164,,
253,0.162,,
254,0.161,,
255,0.159,,
256,0.158,,
257,0.157,,
258,0.157,,
259,0.156,,
260,0.154,,
261,0.152,,
262,0.15,,
263,0.148,,
264,0.147,,
265,0.146,,
266,0.146,,
267,0.145,,
268,0.143,,
269,0.141,,
270,0.14,,
271,0.139,,
272,0.137,,
273,0.134,,
274,0.132,,
275,0.13,,
276,0.129,,
277,0.128,,
278,0.126,,
279,0.124,,
280,0.122,,
281,0.121,,
282,0.119,,
283,0.117,,
284,0.115,,
285,0.113,,
286,0.112,,
287,0.109,,
288,0.108,,
289,0.105,,
290,0.104,,
291,0.103,,
292,0.102,,
293,0.1,,
294,0.099,,
295,0.098,,
296,0.097,,
297,0.096,,
298,0.094,,
299,0.091,,
300,0.089,,
301,0.089,,
302,0.089,,
303,0.088,,
304,0.086,,
305,0.084,,
306,0.082,,
307,0.082,,
308,0.081,,
309,0.08,,
310,0.078,,
311,0.077,,
312,0.076,,
313,0.075,,
314,0.075,,
315,0.074,,
316,0.073,,
317,0.072,,
318,0.071,,
319,0.069,,
320,0.069,,
321,0.067,,
322,0.067,,
323,0.066,,
324,0.064,,
325,0.063,,
326,0.063,,
327,0.062,,
328,0.062,,
329,0.061,,
330,0.06,,
331,0.059,,
332,0.058,,
333,0.057,,
334,0.057,,
335,0.057,,
336,0.056,,
337,0.055,,
338,0.054,,
339,0.052,,
340,0.052,,
341,0.052,,
342,0.052,,
343,0.05,,
344,0.048,,
345,0.049,,
346,0.049,,
347,0.049,,
348,0.047,,
349,0.046,,
350,0.045,,
351,0.045,,
352,0.045,,
353,0.045,,
354,0.044,,
355,0.043,,
356,0.042,,
357,0.042,,
358,0.041,,
359,0.041,,
360,0.04,,
361,0.04,,
362,0.04,,
363,0.038,,
364,0.038,,
365,0.037,,
366,0.037,,
367,0.036,,
368,0.035,,
369,0.035,,
370,0.034,,
371,0.035,,
372,0.034,,
373,0.033,,
374,0.032,,
375,0.031,,
376,0.03,,
377,0.03,,
378,0.03,,
379,0.03,,
380,0.03,,
381,0.03,,
382,0.029,,
383,0.028,,
384,0.026,,
385,0.025,,
386,0.025,,
387,0.027,,
388,0.026,,
389,0.025,,
390,0.025,,
391,0.025,,
392,0.025,,
393,0.025,,
394,0.026,,
395,0.025,,
396,0.023,,
397,0.02,,
398,0.02,,
399,0.02,,
400,0.02,,
401,0.02,,
402,0.02,,
403,0.02,,
404,0.021,,
405,0.02,,
406,0.021,,
407,0.02,,
408,0.019,,
409,0.02,,
410,0.018,,
411,0.019,,
412,0.018,,
413,0.018,,
414,0.019,,
415,0.018,,
416,0.017,,
417,0.017,,
418,0.017,,
419,0.016,,
420,0.016,,
421,0.016,,
422,0.016,,
423,0.015,,
424,0.015,,
425,0.014,,
426,0.014,,
427,0.014,,
428,0.014,,
429,0.014,,
430,0.013,,
431,0.013,,
432,0.013,,
433,0.013,,
434,0.014,,
435,0.014,,
436,0.014,,
437,0.012,,
438,0.011,,
439,0.012,,
440,0.012,,
441,0.013,,
442,0.013,,
443,0.012,,
444,0.011,,
445,0.011,,
446,0.011,,
447,0.011,,
448,0.011,,
449,0.01,,
450,0.01,,
451,0.01,,
452,0.01,,
453,0.009,,
454,0.009,,
455,0.009,,
456,0.01,,
457,0.01,,
458,0.009,,
459,0.008,,
460,0.009,,
461,0.01,,
462,0.009,,
463,0.008,,
464,0.008,,
465,0.008,,
466,0.008,,
467,0.008,,
468,0.008,,
469,0.008,,
470,0.007,,
471,0.008,,
472,0.008,,
473,0.007,,
474,0.008,,
475,0.007,,
476,0.007,,
477,0.006,,
478,0.006,,
479,0.007,,
480,0.007,,
481,0.006,,
482,0.006,,
483,0.007,,
484,0.008,,
485,0.008,,
486,0.007,,
487,0.007,,
488,0.007,,
489,0.007,,
490,0.007,,
491,0.007,,
492,0.006,,
493,0.006,,
494,0.006,,
495,0.005,,
496,0.005,,
497,0.005,,
498,0.005,,
499,0.006,,
500,0.005,,
501,0.006,,
502,0.005,,
503,0.005,,
504,0.005,,
505,0.005,,
506,0.005,,
507,0.004,,
508,0.005,,
509,0.007,,
510,0.007,,
511,0.006,,
512,0.005,,
513,0.004,,
514,0.005,,
515,0.005,,
516,0.004,,
517,0.004,,
518,0.004,,
519,0.005,,
520,0.005,,
521,0.004,,
522,0.004,,
523,0.004,,
524,0.004,,
525,0.004,,
526,0.003,,
527,0.003,,
528,0.004,,
529,0.003,,
530,0.003,,
531,0.003,,
532,0.003,,
533,0.003,,
534,0.003,,
535,0.003,,
536,0.003,,
537,0.003,,
538,0.003,,
539,0.002,,
540,0.002,,
541,0.003,,
542,0.003,,
543,0.004,,
544,0.004,,
545,0.004,,
546,0.003,,
547,0.003,,
548,0.002,,
549,0.002,,
550,0.002,,
551,0.003,,
552,0.003,,
553,0.002,,
554,0.001,,
555,0.002,,
556,0.002,,
557,0.002,,
558,0.003,,
559,0.002,,
560,0.003,,
561,0.002,,
562,0.002,,
563,0.002,,
564,0.001,,
565,0,,
566,0.002,,
567,0.004,,
568,0.004,,
569,0.002,,
570,0.002,,
571,0.002,,
572,0.003,,
573,0.002,,
574,0.002,,
575,0.002,,
576,0.002,,
577,0.003,,
578,0.003,,
579,0.003,,
580,0.002,,
581,0,,
582,0,,
583,0.001,,
584,0.001,,
585,0.002,,
586,0.001,,
587,0,,
588,0.001,,
589,0.002,,
590,0.002,,
591,0.002,,
592,0.001,,
593,0.001,,
594,0,,
595,0,,
596,0,,
597,0.001,,
598,0.001,,
599,0.001,,
600,0.002,,
601,0.002,,
602,0.002,,
603,0.002,,
604,0.002,,
605,0.002,,
606,0.001,,
607,0.002,,
608,0.002,,
609,0.002,,
610,0.001,,
611,0.001,,
612,0,,
613,0,,
614,0.001,,
615,0.002,,
616,0.003,,
617,0.003,,
618,0.002,,
619,0.001,,
620,0.001,,
621,0.002,,
622,0.001,,
623,0.002,,
624,0.002,,
625,0.002,,
626,0.001,,
627,0.002,,
628,0.002,,
629,0.001,,
630,0,,
631,0,,
632,0.001,,
633,0.002,,
634,0.001,,
635,0.001,,
636,0.002,,
637,0.001,,
638,0.002,,
639,0.002,,
640,0.002,,
641,0.002,,
642,0.002,,
643,0.001,,
644,0,,
645,0,,
646,0,,
647,0.001,,
648,0.002,,
649,0.002,,
650,0,,
651,-0.001,,
652,-0.001,,
653,0,,
654,0.001,,
655,0.001,,
656,0,,
657,0,,
658,0,,
659,0,,
660,0,,
661,0.001,,
662,0,,
663,0,,
664,0.002,,
665,0.002,,
666,0.001,,
667,0,,
668,0,,
669,0.002,,
670,0.001,,
671,0.001,,
672,0,,
673,0,,
674,0,,
675,0.001,,
676,0.002,,
677,0.002,,
678,0.002,,
679,0.001,,
680,0,,
681,0.001,,
682,0,,
683,0.001,,
684,0,,
685,-0.001,,
686,-0.001,,
687,-0.002,,
688,0,,
689,0.001,,
690,0.002,,
691,0.001,,
692,0,,
693,-0.001,,
694,-0.002,,
695,-0.001,,
696,0,,
697,0.001,,
698,0,,
699,-0.001,,
700,-0.001,,
701,-0.001,,
702,-0.001,,
703,-0.001,,
704,0,,
705,0,,
706,-0.001,,
707,0,,
708,0,,
709,0,,
710,0.001,,
711,0.001,,
712,-0.001,,
713,0,,
714,0.001,,
715,0,,
716,0,,
717,0.001,,
718,0.001,,
719,0,,
720,-0.001,,
721,-0.001,,
722,0,,
723,0,,
724,-0.001,,
725,-0.001,,
726,0,,
727,0,,
728,0,,
729,0.001,,
730,0.001,,
731,-0.001,,
732,-0.003,,
733,-0.002,,
734,-0.002,,
735,0,,
736,-0.001,,
737,-0.002,,
738,-0.001,,
739,0.002,,
740,0,,
741,-0.001,,
742,0.001,,
743,0.001,,
744,0.001,,
745,0.001,,
746,0.001,,
747,0.001,,
748,0.002,,
749,0,,
750,0,,
