Wavelength (nm),Absorbance,Title,Time
190,0.075,2L_01oct2015,10/8/2015 11:13:14 AM
191,0.073,,
192,0.101,,
193,0.286,,
194,0.309,,
195,0.044,,
196,-0.093,,
197,-0.123,,
198,0.056,,
199,0.175,,
200,0.267,,
201,0.085,,
202,-0.267,,
203,-0.495,,
204,-0.676,,
205,-0.459,,
206,-0.141,,
207,-0.084,,
208,-0.059,,
209,0.062,,
210,0.161,,
211,0.409,,
212,0.345,,
213,0.294,,
214,0.325,,
215,0.252,,
216,0.137,,
217,0.101,,
218,0.12,,
219,0.277,,
220,0.306,,
221,0.261,,
222,0.248,,
223,0.277,,
224,0.271,,
225,0.268,,
226,0.264,,
227,0.267,,
228,0.275,,
229,0.273,,
230,0.269,,
231,0.264,,
232,0.256,,
233,0.248,,
234,0.242,,
235,0.239,,
236,0.238,,
237,0.234,,
238,0.23,,
239,0.227,,
240,0.224,,
241,0.225,,
242,0.224,,
243,0.22,,
244,0.215,,
245,0.212,,
246,0.213,,
247,0.214,,
248,0.212,,
249,0.208,,
250,0.205,,
251,0.203,,
252,0.201,,
253,0.2,,
254,0.197,,
255,0.195,,
256,0.193,,
257,0.193,,
258,0.193,,
259,0.192,,
260,0.192,,
261,0.188,,
262,0.185,,
263,0.182,,
264,0.18,,
265,0.18,,
266,0.179,,
267,0.178,,
268,0.175,,
269,0.173,,
270,0.172,,
271,0.17,,
272,0.169,,
273,0.168,,
274,0.166,,
275,0.164,,
276,0.163,,
277,0.16,,
278,0.157,,
279,0.155,,
280,0.155,,
281,0.154,,
282,0.152,,
283,0.148,,
284,0.145,,
285,0.143,,
286,0.141,,
287,0.139,,
288,0.137,,
289,0.135,,
290,0.134,,
291,0.132,,
292,0.13,,
293,0.128,,
294,0.126,,
295,0.124,,
296,0.122,,
297,0.12,,
298,0.119,,
299,0.116,,
300,0.113,,
301,0.112,,
302,0.111,,
303,0.109,,
304,0.107,,
305,0.106,,
306,0.105,,
307,0.103,,
308,0.101,,
309,0.101,,
310,0.101,,
311,0.099,,
312,0.096,,
313,0.094,,
314,0.093,,
315,0.092,,
316,0.091,,
317,0.089,,
318,0.089,,
319,0.088,,
320,0.086,,
321,0.085,,
322,0.083,,
323,0.084,,
324,0.084,,
325,0.081,,
326,0.08,,
327,0.078,,
328,0.077,,
329,0.076,,
330,0.075,,
331,0.073,,
332,0.072,,
333,0.071,,
334,0.071,,
335,0.07,,
336,0.069,,
337,0.069,,
338,0.067,,
339,0.066,,
340,0.065,,
341,0.063,,
342,0.063,,
343,0.062,,
344,0.061,,
345,0.06,,
346,0.059,,
347,0.058,,
348,0.057,,
349,0.056,,
350,0.056,,
351,0.055,,
352,0.054,,
353,0.054,,
354,0.053,,
355,0.052,,
356,0.052,,
357,0.052,,
358,0.052,,
359,0.051,,
360,0.05,,
361,0.049,,
362,0.048,,
363,0.048,,
364,0.047,,
365,0.046,,
366,0.045,,
367,0.044,,
368,0.044,,
369,0.043,,
370,0.043,,
371,0.043,,
372,0.042,,
373,0.042,,
374,0.042,,
375,0.04,,
376,0.039,,
377,0.038,,
378,0.038,,
379,0.038,,
380,0.037,,
381,0.037,,
382,0.036,,
383,0.035,,
384,0.034,,
385,0.033,,
386,0.034,,
387,0.035,,
388,0.034,,
389,0.033,,
390,0.034,,
391,0.034,,
392,0.035,,
393,0.033,,
394,0.033,,
395,0.032,,
396,0.031,,
397,0.03,,
398,0.029,,
399,0.028,,
400,0.028,,
401,0.027,,
402,0.028,,
403,0.029,,
404,0.029,,
405,0.029,,
406,0.028,,
407,0.028,,
408,0.029,,
409,0.028,,
410,0.027,,
411,0.026,,
412,0.026,,
413,0.026,,
414,0.025,,
415,0.025,,
416,0.026,,
417,0.026,,
418,0.024,,
419,0.024,,
420,0.024,,
421,0.023,,
422,0.024,,
423,0.023,,
424,0.022,,
425,0.022,,
426,0.021,,
427,0.021,,
428,0.02,,
429,0.02,,
430,0.021,,
431,0.021,,
432,0.02,,
433,0.019,,
434,0.019,,
435,0.02,,
