Wavelength (nm),Absorbance,Title,Time
190,0.459,9S_24sept2015,10/15/2015 10:35:05 AM
191,0.451,,
192,0.076,,
193,-0.322,,
194,-0.537,,
195,-0.337,,
196,0.052,,
197,0.199,,
198,0.123,,
199,-0.316,,
200,-0.656,,
201,-0.485,,
202,-0.396,,
203,-0.28,,
204,-0.143,,
205,-0.446,,
206,-0.532,,
207,-0.164,,
208,0.266,,
209,0.602,,
210,0.25,,
211,-0.259,,
212,-0.532,,
213,-0.378,,
214,-0.24,,
215,-0.024,,
216,0.101,,
217,0.046,,
218,0.124,,
219,0.089,,
220,0.163,,
221,0.169,,
222,0.157,,
223,0.153,,
224,0.165,,
225,0.168,,
226,0.169,,
227,0.17,,
228,0.169,,
229,0.167,,
230,0.166,,
231,0.164,,
232,0.161,,
233,0.157,,
234,0.154,,
235,0.152,,
236,0.152,,
237,0.149,,
238,0.145,,
239,0.14,,
240,0.136,,
241,0.138,,
242,0.139,,
243,0.137,,
244,0.135,,
245,0.134,,
246,0.135,,
247,0.136,,
248,0.135,,
249,0.134,,
250,0.132,,
251,0.131,,
252,0.129,,
253,0.126,,
254,0.124,,
255,0.123,,
256,0.123,,
257,0.123,,
258,0.123,,
259,0.124,,
260,0.124,,
261,0.122,,
262,0.121,,
263,0.119,,
264,0.117,,
265,0.116,,
266,0.114,,
267,0.113,,
268,0.112,,
269,0.112,,
270,0.112,,
271,0.111,,
272,0.109,,
273,0.107,,
274,0.106,,
275,0.105,,
276,0.104,,
277,0.102,,
278,0.1,,
279,0.098,,
280,0.097,,
281,0.095,,
282,0.094,,
283,0.092,,
284,0.091,,
285,0.089,,
286,0.087,,
287,0.086,,
288,0.085,,
289,0.084,,
290,0.082,,
291,0.08,,
292,0.079,,
293,0.079,,
294,0.078,,
295,0.077,,
296,0.076,,
297,0.076,,
298,0.074,,
299,0.072,,
300,0.07,,
301,0.068,,
302,0.067,,
303,0.067,,
304,0.067,,
305,0.066,,
306,0.064,,
307,0.063,,
308,0.062,,
309,0.062,,
310,0.061,,
311,0.059,,
312,0.058,,
313,0.058,,
314,0.057,,
315,0.056,,
316,0.056,,
317,0.055,,
318,0.054,,
319,0.052,,
320,0.05,,
321,0.051,,
322,0.05,,
323,0.05,,
324,0.049,,
325,0.048,,
326,0.047,,
327,0.046,,
328,0.045,,
329,0.045,,
330,0.044,,
331,0.044,,
332,0.044,,
333,0.043,,
334,0.043,,
335,0.042,,
336,0.04,,
337,0.038,,
338,0.038,,
339,0.039,,
340,0.04,,
341,0.039,,
342,0.038,,
343,0.037,,
344,0.036,,
345,0.036,,
346,0.035,,
347,0.035,,
348,0.034,,
349,0.034,,
350,0.032,,
351,0.032,,
352,0.032,,
353,0.031,,
354,0.031,,
355,0.03,,
356,0.031,,
357,0.031,,
358,0.03,,
359,0.03,,
360,0.028,,
361,0.029,,
362,0.028,,
363,0.028,,
364,0.026,,
365,0.026,,
366,0.027,,
367,0.025,,
368,0.025,,
369,0.024,,
370,0.023,,
371,0.024,,
372,0.024,,
373,0.023,,
374,0.023,,
375,0.021,,
376,0.022,,
377,0.021,,
378,0.02,,
379,0.02,,
380,0.019,,
381,0.019,,
382,0.018,,
383,0.018,,
384,0.018,,
385,0.017,,
386,0.018,,
387,0.019,,
388,0.018,,
389,0.017,,
390,0.017,,
391,0.017,,
392,0.017,,
393,0.016,,
394,0.016,,
395,0.015,,
396,0.015,,
397,0.014,,
398,0.013,,
399,0.012,,
400,0.011,,
401,0.011,,
402,0.012,,
403,0.012,,
404,0.012,,
405,0.012,,
406,0.012,,
407,0.012,,
408,0.011,,
409,0.01,,
410,0.011,,
411,0.011,,
412,0.01,,
413,0.01,,
414,0.01,,
415,0.011,,
416,0.011,,
417,0.01,,
418,0.009,,
419,0.009,,
420,0.009,,
421,0.009,,
422,0.008,,
423,0.009,,
424,0.009,,
425,0.008,,
426,0.007,,
427,0.007,,
428,0.007,,
429,0.008,,
430,0.008,,
431,0.008,,
432,0.007,,
433,0.007,,
434,0.007,,
435,0.006,,
436,0.006,,
437,0.006,,
438,0.006,,
439,0.006,,
440,0.007,,
441,0.007,,
442,0.005,,
443,0.004,,
444,0.005,,
445,0.006,,
446,0.006,,
447,0.005,,
448,0.004,,
449,0.005,,
450,0.005,,
451,0.005,,
452,0.006,,
453,0.005,,
454,0.004,,
455,0.003,,
456,0.003,,
457,0.004,,
458,0.004,,
459,0.003,,
460,0.003,,
461,0.003,,
462,0.003,,
463,0.003,,
464,0.003,,
465,0.002,,
466,0.002,,
467,0.003,,
468,0.003,,
469,0.003,,
470,0.002,,
471,0.002,,
472,0.002,,
473,0.001,,
474,0.001,,
475,0.001,,
476,0.001,,
477,0.001,,
478,0.001,,
479,0.002,,
480,0.002,,
481,0.001,,
482,0.001,,
483,0.001,,
484,0.002,,
485,0.003,,
486,0.002,,
487,0.002,,
488,0.002,,
489,0.002,,
490,0.001,,
491,0.001,,
492,0.001,,
493,0.001,,
494,0.001,,
495,0.001,,
496,0,,
497,0,,
498,0.001,,
499,0.001,,
500,0,,
501,-0.001,,
502,0,,
503,0,,
504,0,,
505,-0.001,,
506,0,,
507,0,,
508,0,,
509,-0.001,,
510,-0.001,,
511,-0.001,,
512,0,,
513,0,,
514,0,,
515,0,,
516,-0.001,,
517,-0.001,,
518,0,,
519,0,,
520,0,,
521,-0.001,,
522,-0.002,,
523,-0.002,,
524,-0.001,,
525,-0.001,,
526,0,,
527,-0.001,,
528,0,,
529,0,,
530,0,,
531,0.001,,
532,0,,
533,0,,
534,-0.001,,
535,-0.001,,
536,-0.001,,
537,-0.001,,
538,-0.001,,
539,-0.001,,
540,-0.001,,
541,-0.002,,
542,-0.001,,
543,-0.001,,
544,-0.001,,
545,-0.001,,
546,-0.001,,
547,-0.002,,
548,-0.001,,
549,-0.001,,
550,-0.002,,
551,-0.003,,
552,-0.003,,
553,-0.002,,
554,-0.002,,
555,-0.002,,
556,-0.002,,
557,-0.001,,
558,0,,
559,-0.001,,
560,-0.002,,
561,-0.002,,
562,-0.003,,
563,-0.002,,
564,-0.002,,
565,-0.003,,
566,-0.003,,
567,-0.003,,
568,-0.004,,
569,-0.004,,
570,-0.004,,
571,-0.003,,
572,-0.002,,
573,-0.002,,
574,-0.002,,
575,-0.003,,
576,-0.003,,
577,-0.003,,
578,-0.003,,
579,-0.002,,
580,-0.003,,
581,-0.003,,
582,-0.004,,
583,-0.003,,
584,-0.003,,
585,-0.003,,
586,-0.004,,
587,-0.003,,
588,-0.002,,
589,-0.002,,
590,-0.002,,
591,-0.002,,
592,-0.003,,
593,-0.002,,
594,-0.002,,
595,-0.003,,
596,-0.002,,
597,-0.002,,
598,-0.002,,
599,-0.004,,
600,-0.005,,
601,-0.005,,
602,-0.003,,
603,-0.004,,
604,-0.003,,
605,-0.003,,
606,-0.003,,
607,-0.002,,
608,-0.001,,
609,0,,
610,-0.002,,
611,-0.003,,
612,-0.003,,
613,-0.003,,
614,-0.003,,
615,-0.003,,
616,-0.003,,
617,-0.003,,
618,-0.003,,
619,-0.004,,
620,-0.004,,
621,-0.004,,
622,-0.004,,
623,-0.003,,
624,-0.003,,
625,-0.003,,
626,-0.003,,
627,-0.003,,
628,-0.004,,
629,-0.004,,
630,-0.004,,
631,-0.004,,
632,-0.003,,
633,-0.003,,
634,-0.004,,
635,-0.004,,
636,-0.003,,
637,-0.002,,
638,-0.003,,
639,-0.003,,
640,-0.001,,
641,-0.001,,
642,-0.003,,
643,-0.003,,
644,-0.003,,
645,-0.003,,
646,-0.004,,
647,-0.004,,
648,-0.004,,
649,-0.004,,
650,-0.004,,
651,-0.003,,
652,-0.002,,
653,-0.003,,
654,-0.004,,
655,-0.003,,
656,-0.003,,
657,-0.004,,
658,-0.004,,
659,-0.004,,
660,-0.004,,
661,-0.004,,
662,-0.003,,
663,-0.003,,
664,-0.003,,
665,-0.003,,
666,-0.004,,
667,-0.005,,
668,-0.005,,
669,-0.004,,
670,-0.004,,
671,-0.003,,
672,-0.003,,
673,-0.003,,
674,-0.002,,
675,-0.002,,
676,-0.002,,
677,-0.004,,
678,-0.003,,
679,-0.002,,
680,-0.002,,
681,-0.002,,
682,-0.003,,
683,-0.005,,
684,-0.006,,
685,-0.004,,
686,-0.003,,
687,-0.004,,
688,-0.004,,
689,-0.003,,
690,-0.003,,
691,-0.004,,
692,-0.003,,
693,-0.003,,
694,-0.005,,
695,-0.005,,
696,-0.002,,
697,-0.001,,
698,-0.002,,
699,-0.003,,
700,-0.003,,
701,-0.004,,
702,-0.004,,
703,-0.004,,
704,-0.003,,
705,-0.002,,
706,-0.002,,
707,-0.002,,
708,-0.003,,
709,-0.004,,
710,-0.004,,
711,-0.004,,
712,-0.004,,
713,-0.003,,
714,-0.003,,
715,-0.004,,
716,-0.003,,
717,-0.004,,
718,-0.004,,
719,-0.002,,
720,-0.002,,
721,-0.004,,
722,-0.007,,
723,-0.007,,
724,-0.005,,
725,-0.004,,
726,-0.004,,
727,-0.004,,
728,-0.003,,
729,-0.004,,
730,-0.004,,
731,-0.004,,
732,-0.004,,
733,-0.004,,
734,-0.005,,
735,-0.005,,
736,-0.003,,
737,-0.002,,
738,-0.002,,
739,-0.003,,
740,-0.003,,
741,-0.003,,
742,-0.005,,
743,-0.006,,
744,-0.004,,
745,-0.004,,
746,-0.003,,
747,-0.004,,
748,-0.005,,
749,-0.003,,
750,0,,
751,0,,
752,-0.003,,
753,-0.004,,
754,-0.005,,
755,-0.003,,
756,-0.003,,
757,-0.006,,
758,-0.006,,
759,-0.003,,
760,-0.003,,
761,-0.004,,
762,-0.004,,
763,-0.004,,
764,-0.005,,
765,-0.005,,
766,-0.003,,
767,-0.002,,
768,-0.003,,
769,-0.007,,
770,-0.004,,
771,-0.003,,
772,-0.004,,
773,-0.005,,
774,-0.006,,
775,-0.007,,
776,-0.002,,
777,-0.001,,
778,-0.006,,
779,-0.008,,
780,-0.004,,
781,0.001,,
782,-0.001,,
783,-0.003,,
784,-0.004,,
785,0.001,,
786,0.001,,
787,0,,
788,-0.003,,
789,-0.004,,
790,-0.004,,
791,-0.006,,
792,-0.006,,
793,-0.004,,
794,-0.003,,
795,-0.002,,
796,-0.004,,
797,-0.002,,
798,-0.002,,
799,0,,
800,-0.002,,
801,-0.003,,
802,-0.001,,
803,0.001,,
804,-0.001,,
805,-0.002,,
806,-0.003,,
807,-0.004,,
808,-0.008,,
809,-0.008,,
810,-0.005,,
811,-0.007,,
812,-0.006,,
813,-0.004,,
814,-0.003,,
815,-0.001,,
816,-0.002,,
817,0.002,,
818,-0.002,,
819,-0.001,,
820,-0.004,,
821,-0.002,,
822,-0.002,,
823,-0.002,,
824,-0.004,,
825,-0.001,,
826,0,,
827,0,,
828,-0.003,,
829,-0.001,,
830,-0.002,,
831,0.001,,
832,0,,
833,0.002,,
834,0.001,,
835,0,,
836,-0.003,,
837,0,,
838,-0.005,,
839,-0.012,,
840,-0.007,,
