Wavelength (nm),Absorbance,Title,Time
190,0.163,1L_05nov2015,11/19/2015 11:19:01 AM
191,0.148,,
192,-0.132,,
193,-0.16,,
194,-0.165,,
195,-0.154,,
196,0.308,,
197,0.321,,
198,0.466,,
199,0.634,,
200,0.371,,
201,0.323,,
202,0.182,,
203,-0.021,,
204,0.209,,
205,-0.026,,
206,-0.056,,
207,-0.055,,
208,-0.09,,
209,0.223,,
210,0.197,,
211,0.245,,
212,0.082,,
213,0.152,,
214,0.237,,
215,0.226,,
216,0.318,,
217,0.275,,
218,0.346,,
219,0.282,,
220,0.266,,
221,0.301,,
222,0.296,,
223,0.308,,
224,0.314,,
225,0.32,,
226,0.324,,
227,0.33,,
228,0.329,,
229,0.327,,
230,0.324,,
231,0.319,,
232,0.31,,
233,0.304,,
234,0.302,,
235,0.299,,
236,0.297,,
237,0.293,,
238,0.29,,
239,0.287,,
240,0.282,,
241,0.278,,
242,0.277,,
243,0.276,,
244,0.274,,
245,0.272,,
246,0.27,,
247,0.268,,
248,0.265,,
249,0.261,,
250,0.258,,
251,0.256,,
252,0.256,,
253,0.255,,
254,0.252,,
255,0.25,,
256,0.247,,
257,0.247,,
258,0.245,,
259,0.245,,
260,0.244,,
261,0.241,,
262,0.238,,
263,0.235,,
264,0.233,,
265,0.232,,
266,0.231,,
267,0.229,,
268,0.226,,
269,0.224,,
270,0.222,,
271,0.221,,
272,0.218,,
273,0.215,,
274,0.213,,
275,0.211,,
276,0.21,,
277,0.207,,
278,0.204,,
279,0.203,,
280,0.2,,
281,0.197,,
282,0.194,,
283,0.191,,
284,0.189,,
285,0.186,,
286,0.182,,
287,0.18,,
288,0.178,,
289,0.176,,
290,0.174,,
291,0.171,,
292,0.169,,
293,0.166,,
294,0.164,,
295,0.163,,
296,0.161,,
297,0.159,,
298,0.156,,
299,0.152,,
300,0.15,,
301,0.148,,
302,0.147,,
303,0.145,,
304,0.143,,
305,0.142,,
306,0.14,,
307,0.138,,
308,0.135,,
309,0.133,,
310,0.133,,
311,0.131,,
312,0.13,,
313,0.128,,
314,0.126,,
315,0.124,,
316,0.123,,
317,0.122,,
318,0.12,,
319,0.118,,
320,0.116,,
321,0.114,,
322,0.113,,
323,0.113,,
324,0.111,,
325,0.11,,
326,0.108,,
327,0.106,,
328,0.104,,
329,0.102,,
330,0.102,,
331,0.101,,
332,0.1,,
333,0.098,,
334,0.096,,
335,0.094,,
336,0.094,,
337,0.093,,
338,0.092,,
339,0.09,,
340,0.088,,
341,0.087,,
342,0.088,,
343,0.087,,
344,0.086,,
345,0.085,,
346,0.083,,
347,0.082,,
348,0.08,,
349,0.079,,
350,0.077,,
351,0.077,,
352,0.077,,
353,0.077,,
354,0.076,,
