Wavelength (nm),Absorbance,Title,Time
190,0.166,1L_01oct2015,10/8/2015 11:11:41 AM
191,-0.181,,
192,-0.092,,
193,0.077,,
194,0.035,,
195,-0.165,,
196,-0.26,,
197,-0.213,,
198,-0.379,,
199,-0.431,,
200,-0.084,,
201,0.092,,
202,-0.192,,
203,-0.383,,
204,-0.592,,
205,-0.319,,
206,-0.204,,
207,-0.241,,
208,-0.115,,
209,-0.189,,
210,-0.259,,
211,-0.126,,
212,-0.193,,
213,-0.08,,
214,0.065,,
215,0.202,,
216,0.286,,
217,0.253,,
218,0.219,,
219,0.263,,
220,0.265,,
221,0.238,,
222,0.222,,
223,0.244,,
224,0.257,,
225,0.256,,
226,0.266,,
227,0.268,,
228,0.273,,
229,0.272,,
230,0.266,,
231,0.261,,
232,0.251,,
233,0.244,,
234,0.239,,
235,0.237,,
236,0.237,,
237,0.231,,
238,0.226,,
239,0.221,,
240,0.218,,
241,0.221,,
242,0.219,,
243,0.218,,
244,0.211,,
245,0.209,,
246,0.211,,
247,0.211,,
248,0.21,,
249,0.205,,
250,0.201,,
251,0.2,,
252,0.199,,
253,0.196,,
254,0.193,,
255,0.189,,
256,0.188,,
257,0.19,,
258,0.191,,
259,0.191,,
260,0.19,,
261,0.187,,
262,0.183,,
263,0.18,,
264,0.178,,
265,0.178,,
266,0.177,,
267,0.176,,
268,0.174,,
269,0.172,,
270,0.171,,
271,0.17,,
272,0.168,,
273,0.165,,
274,0.164,,
275,0.163,,
276,0.161,,
277,0.159,,
278,0.156,,
279,0.154,,
280,0.153,,
281,0.151,,
282,0.15,,
283,0.147,,
284,0.144,,
285,0.142,,
286,0.139,,
287,0.138,,
288,0.135,,
289,0.133,,
290,0.132,,
291,0.131,,
292,0.129,,
293,0.127,,
294,0.125,,
295,0.123,,
296,0.121,,
297,0.119,,
298,0.117,,
299,0.114,,
300,0.112,,
301,0.111,,
302,0.109,,
303,0.108,,
304,0.106,,
305,0.105,,
306,0.104,,
307,0.102,,
308,0.101,,
309,0.1,,
310,0.1,,
311,0.097,,
312,0.095,,
313,0.093,,
314,0.093,,
315,0.091,,
316,0.09,,
317,0.089,,
318,0.087,,
319,0.086,,
320,0.084,,
321,0.082,,
322,0.082,,
323,0.083,,
324,0.083,,
325,0.081,,
326,0.078,,
327,0.076,,
328,0.075,,
329,0.075,,
330,0.074,,
331,0.072,,
332,0.071,,
333,0.069,,
334,0.069,,
335,0.068,,
336,0.067,,
337,0.066,,
338,0.066,,
339,0.065,,
340,0.063,,
341,0.062,,
342,0.061,,
343,0.061,,
344,0.059,,
345,0.058,,
346,0.057,,
347,0.057,,
348,0.056,,
349,0.055,,
350,0.054,,
351,0.053,,
352,0.053,,
353,0.052,,
354,0.051,,
355,0.051,,
356,0.051,,
357,0.05,,
358,0.05,,
359,0.049,,
360,0.048,,
361,0.047,,
362,0.047,,
363,0.047,,
364,0.045,,
365,0.044,,
366,0.043,,
367,0.043,,
368,0.042,,
369,0.041,,
370,0.041,,
371,0.04,,
372,0.04,,
373,0.04,,
374,0.039,,
375,0.037,,
376,0.037,,
377,0.037,,
378,0.036,,
379,0.036,,
380,0.035,,
381,0.035,,
382,0.035,,
383,0.033,,
384,0.032,,
385,0.031,,
386,0.032,,
387,0.033,,
388,0.033,,
389,0.031,,
390,0.031,,
391,0.032,,
392,0.032,,
393,0.031,,
394,0.031,,
395,0.03,,
396,0.029,,
397,0.027,,
398,0.026,,
399,0.026,,
400,0.025,,
401,0.025,,
402,0.026,,
403,0.027,,
404,0.027,,
405,0.026,,
406,0.026,,
407,0.026,,
408,0.026,,
409,0.026,,
410,0.024,,
411,0.024,,
412,0.023,,
413,0.023,,
414,0.022,,
415,0.023,,
416,0.023,,
417,0.023,,
418,0.022,,
419,0.021,,
420,0.022,,
421,0.021,,
422,0.021,,
423,0.021,,
424,0.021,,
425,0.021,,
426,0.02,,
427,0.019,,
428,0.019,,
429,0.019,,
430,0.019,,
431,0.019,,
432,0.018,,
433,0.017,,
434,0.017,,
435,0.017,,
436,0.016,,
437,0.016,,
438,0.016,,
439,0.016,,
440,0.016,,
441,0.016,,
442,0.016,,
443,0.016,,
444,0.015,,
445,0.015,,
446,0.015,,
447,0.015,,
448,0.014,,
449,0.014,,
450,0.013,,
451,0.012,,
452,0.012,,
453,0.012,,
454,0.013,,
455,0.013,,
456,0.013,,
457,0.012,,
458,0.011,,
459,0.011,,
460,0.012,,
461,0.012,,
462,0.011,,
463,0.01,,
464,0.01,,
465,0.01,,
466,0.009,,
467,0.009,,
468,0.009,,
469,0.01,,
470,0.01,,
471,0.01,,
472,0.01,,
473,0.01,,
474,0.01,,
475,0.009,,
476,0.009,,
477,0.008,,
478,0.008,,
479,0.008,,
480,0.008,,
481,0.008,,
482,0.008,,
483,0.009,,
484,0.01,,
485,0.01,,
486,0.009,,
487,0.009,,
488,0.009,,
489,0.009,,
490,0.01,,
491,0.009,,
492,0.009,,
493,0.008,,
494,0.007,,
495,0.006,,
496,0.006,,
497,0.007,,
498,0.007,,
499,0.008,,
500,0.007,,
501,0.006,,
502,0.005,,
503,0.006,,
504,0.006,,
505,0.007,,
506,0.007,,
507,0.007,,
508,0.006,,
509,0.005,,
510,0.005,,
511,0.005,,
512,0.006,,
513,0.006,,
514,0.005,,
515,0.005,,
516,0.005,,
517,0.005,,
518,0.006,,
519,0.006,,
520,0.006,,
521,0.006,,
522,0.005,,
523,0.004,,
524,0.004,,
525,0.004,,
526,0.005,,
527,0.005,,
528,0.005,,
529,0.006,,
530,0.006,,
531,0.006,,
532,0.005,,
533,0.005,,
534,0.005,,
535,0.005,,
536,0.005,,
537,0.005,,
538,0.005,,
539,0.005,,
540,0.004,,
541,0.004,,
542,0.004,,
543,0.004,,
544,0.004,,
545,0.003,,
546,0.003,,
547,0.004,,
548,0.004,,
549,0.004,,
550,0.005,,
551,0.003,,
552,0.002,,
553,0.002,,
554,0.003,,
555,0.002,,
556,0.002,,
557,0.002,,
558,0.003,,
559,0.003,,
560,0.002,,
561,0.002,,
562,0.003,,
563,0.002,,
564,0.001,,
565,0.002,,
566,0.002,,
567,0.002,,
568,0.002,,
569,0.001,,
570,0.001,,
571,0.002,,
572,0.002,,
573,0.002,,
574,0.002,,
575,0.002,,
576,0.002,,
577,0.002,,
578,0.004,,
579,0.004,,
580,0.002,,
581,0.002,,
582,0.001,,
583,0.001,,
584,0,,
585,0,,
586,0,,
587,0.001,,
588,0.001,,
589,0,,
590,0.001,,
591,0.002,,
592,0.003,,
593,0.002,,
594,0,,
595,-0.001,,
596,0,,
597,0.001,,
598,0.002,,
599,0.001,,
600,0,,
601,0.001,,
602,0.001,,
603,0.002,,
604,0.001,,
605,0.001,,
606,0,,
607,0.001,,
608,0.001,,
609,0.001,,
610,0.002,,
611,0.002,,
612,0.001,,
613,0,,
614,0,,
615,0,,
616,-0.001,,
617,-0.001,,
618,-0.001,,
619,0,,
620,-0.001,,
621,-0.002,,
622,-0.002,,
623,-0.002,,
624,-0.002,,
625,-0.002,,
626,0,,
627,0.002,,
628,0.001,,
629,0.001,,
630,0.001,,
631,0.001,,
632,0,,
633,-0.001,,
634,-0.002,,
635,-0.001,,
636,-0.001,,
637,0,,
638,0,,
639,0,,
640,-0.001,,
641,-0.002,,
642,0,,
643,0,,
644,-0.001,,
645,-0.002,,
646,-0.002,,
647,-0.003,,
648,-0.003,,
649,-0.003,,
650,-0.002,,
651,-0.002,,
652,-0.002,,
653,-0.002,,
654,-0.001,,
655,-0.001,,
656,-0.001,,
657,-0.001,,
658,-0.001,,
659,-0.001,,
660,0,,
661,0.001,,
662,0.001,,
663,0,,
664,-0.001,,
665,-0.001,,
666,-0.001,,
667,-0.002,,
668,-0.005,,
669,-0.003,,
670,-0.003,,
671,-0.003,,
672,-0.004,,
673,-0.003,,
674,-0.003,,
675,-0.003,,
676,-0.003,,
677,-0.003,,
678,-0.004,,
679,-0.004,,
680,-0.003,,
681,-0.003,,
682,-0.004,,
683,-0.005,,
684,-0.003,,
685,-0.002,,
686,-0.002,,
687,-0.003,,
688,-0.004,,
689,-0.004,,
690,-0.003,,
691,-0.003,,
692,-0.003,,
693,-0.003,,
694,-0.002,,
695,-0.001,,
696,-0.002,,
697,-0.002,,
698,-0.004,,
699,-0.002,,
700,-0.002,,
701,-0.002,,
702,-0.004,,
703,-0.004,,
704,-0.001,,
705,-0.001,,
706,-0.001,,
707,-0.002,,
708,-0.001,,
709,-0.003,,
710,-0.004,,
711,-0.004,,
712,-0.003,,
713,-0.004,,
714,-0.003,,
715,-0.003,,
716,-0.001,,
717,-0.001,,
718,-0.002,,
719,-0.003,,
720,-0.003,,
721,-0.004,,
722,-0.003,,
723,-0.002,,
724,-0.002,,
725,0,,
726,0.002,,
727,0,,
728,-0.001,,
729,-0.001,,
730,0.001,,
731,0,,
732,-0.002,,
733,-0.004,,
734,-0.001,,
735,-0.002,,
736,-0.003,,
737,-0.005,,
738,-0.002,,
739,-0.001,,
740,-0.002,,
741,-0.003,,
742,-0.003,,
743,-0.004,,
744,-0.006,,
745,-0.004,,
746,-0.001,,
747,-0.003,,
748,-0.004,,
749,-0.002,,
750,0,,
751,-0.002,,
752,-0.004,,
753,-0.005,,
754,-0.006,,
755,-0.005,,
756,-0.005,,
757,-0.005,,
758,-0.005,,
759,-0.004,,
760,-0.006,,
761,-0.007,,
762,-0.007,,
763,-0.005,,
764,-0.005,,
765,-0.003,,
766,-0.001,,
767,-0.001,,
768,-0.006,,
769,-0.007,,
770,-0.003,,
771,-0.002,,
772,-0.003,,
773,-0.001,,
774,0.001,,
775,0.001,,
776,0,,
777,0,,
778,0.001,,
779,0.001,,
780,0.003,,
781,0.003,,
782,0.002,,
783,-0.002,,
784,-0.004,,
785,-0.004,,
786,-0.002,,
787,-0.002,,
788,-0.004,,
789,-0.005,,
790,-0.007,,
791,-0.004,,
792,-0.004,,
793,-0.003,,
794,-0.002,,
795,0.001,,
796,0.001,,
797,-0.002,,
798,-0.007,,
799,-0.007,,
800,-0.006,,
801,-0.003,,
802,-0.005,,
803,-0.005,,
804,-0.005,,
805,-0.003,,
806,-0.002,,
807,-0.002,,
808,-0.003,,
809,-0.004,,
810,-0.002,,
811,-0.003,,
812,-0.002,,
813,0.001,,
814,0.003,,
815,0,,
816,-0.004,,
817,-0.003,,
818,-0.004,,
819,-0.003,,
820,-0.002,,
821,0,,
822,-0.002,,
823,-0.007,,
824,-0.006,,
825,-0.004,,
826,-0.001,,
827,-0.003,,
828,-0.003,,
829,-0.003,,
830,0.001,,
831,0,,
832,0.003,,
833,0.003,,
834,0.002,,
835,-0.004,,
836,-0.004,,
837,-0.004,,
838,-0.003,,
839,0.001,,
840,0.003,,
