Wavelength (nm),Absorbance,Title,Time
190,-0.074,5LS_05nov2015,11/19/2015 11:26:13 AM
191,0.174,,
192,0.283,,
193,0.162,,
194,0.002,,
195,-0.077,,
196,0.127,,
197,0.301,,
198,0.241,,
199,0.508,,
200,0.27,,
201,0.259,,
202,0.235,,
203,0.168,,
204,0.265,,
205,0.215,,
206,0.396,,
207,0.326,,
208,0.156,,
209,0.149,,
210,0.148,,
211,0.321,,
212,0.408,,
213,0.289,,
214,0.068,,
215,0.013,,
216,0.083,,
217,0.126,,
218,0.172,,
219,0.191,,
220,0.178,,
221,0.193,,
222,0.18,,
223,0.203,,
224,0.196,,
225,0.192,,
226,0.192,,
227,0.197,,
228,0.197,,
229,0.195,,
230,0.192,,
231,0.189,,
232,0.185,,
233,0.181,,
234,0.181,,
235,0.176,,
236,0.175,,
237,0.173,,
238,0.172,,
239,0.17,,
240,0.167,,
241,0.167,,
242,0.166,,
243,0.166,,
244,0.163,,
245,0.162,,
246,0.162,,
247,0.161,,
248,0.16,,
249,0.158,,
250,0.156,,
251,0.156,,
252,0.156,,
253,0.156,,
254,0.156,,
255,0.155,,
256,0.151,,
257,0.15,,
258,0.149,,
259,0.149,,
260,0.149,,
261,0.148,,
262,0.145,,
263,0.143,,
264,0.142,,
265,0.142,,
266,0.142,,
267,0.14,,
268,0.137,,
269,0.135,,
270,0.133,,
271,0.133,,
272,0.131,,
273,0.13,,
274,0.129,,
275,0.127,,
276,0.125,,
277,0.123,,
278,0.122,,
279,0.12,,
280,0.119,,
281,0.116,,
282,0.115,,
283,0.113,,
284,0.111,,
285,0.109,,
286,0.107,,
287,0.107,,
288,0.105,,
289,0.103,,
290,0.102,,
291,0.101,,
292,0.1,,
293,0.098,,
294,0.097,,
295,0.097,,
296,0.097,,
297,0.096,,
298,0.094,,
299,0.091,,
300,0.089,,
301,0.088,,
302,0.088,,
303,0.087,,
304,0.086,,
305,0.086,,
306,0.086,,
307,0.084,,
308,0.082,,
309,0.08,,
310,0.08,,
311,0.08,,
312,0.078,,
313,0.077,,
314,0.076,,
315,0.076,,
316,0.076,,
317,0.076,,
318,0.074,,
319,0.072,,
320,0.071,,
321,0.07,,
322,0.069,,
323,0.07,,
324,0.068,,
325,0.068,,
326,0.066,,
327,0.064,,
328,0.063,,
329,0.063,,
330,0.064,,
331,0.064,,
332,0.062,,
333,0.061,,
334,0.06,,
335,0.059,,
336,0.059,,
337,0.059,,
338,0.058,,
339,0.056,,
340,0.056,,
341,0.056,,
342,0.057,,
343,0.056,,
344,0.055,,
345,0.054,,
346,0.054,,
347,0.053,,
348,0.052,,
349,0.051,,
350,0.05,,
351,0.05,,
352,0.051,,
353,0.051,,
354,0.05,,
355,0.048,,
356,0.047,,
357,0.048,,
358,0.048,,
359,0.048,,
360,0.047,,
361,0.047,,
362,0.046,,
363,0.044,,
364,0.042,,
365,0.042,,
366,0.043,,
367,0.044,,
368,0.044,,
369,0.044,,
370,0.043,,
371,0.042,,
372,0.041,,
373,0.04,,
374,0.039,,
375,0.039,,
376,0.04,,
377,0.039,,
378,0.038,,
379,0.037,,
380,0.036,,
381,0.036,,
382,0.035,,
383,0.035,,
384,0.034,,
385,0.034,,
386,0.035,,
387,0.036,,
388,0.034,,
389,0.033,,
390,0.033,,
391,0.033,,
392,0.034,,
393,0.033,,
394,0.033,,
395,0.033,,
396,0.032,,
397,0.03,,
398,0.029,,
399,0.029,,
400,0.029,,
401,0.03,,
402,0.03,,
403,0.03,,
404,0.03,,
405,0.029,,
406,0.029,,
407,0.028,,
408,0.027,,
409,0.028,,
410,0.028,,
411,0.028,,
412,0.029,,
413,0.028,,
414,0.028,,
415,0.027,,
416,0.027,,
417,0.026,,
418,0.025,,
419,0.025,,
420,0.024,,
421,0.024,,
422,0.023,,
423,0.023,,
424,0.023,,
425,0.023,,
426,0.023,,
427,0.022,,
428,0.023,,
429,0.022,,
430,0.022,,
431,0.022,,
432,0.022,,
433,0.022,,
434,0.022,,
435,0.022,,
436,0.021,,
437,0.021,,
438,0.021,,
439,0.02,,
440,0.02,,
441,0.02,,
442,0.019,,
443,0.019,,
444,0.019,,
445,0.019,,
446,0.019,,
447,0.019,,
448,0.018,,
449,0.018,,
450,0.018,,
451,0.018,,
452,0.018,,
453,0.017,,
454,0.017,,
455,0.017,,
456,0.018,,
457,0.017,,
458,0.016,,
459,0.016,,
460,0.017,,
461,0.018,,
462,0.017,,
463,0.017,,
464,0.017,,
465,0.017,,
466,0.017,,
467,0.016,,
468,0.015,,
469,0.016,,
