sod.bod,sod.treat,DOmmol.T0,DOmmol.TF
1,L,0.242803440480162,-0.562483559935426
2,L,0.24236629579773,0.281874563151491
3,L,0.283818580017363,0.216698973997194
4,L,0.250670118661216,0.28363391679092
5,LS,0.203283844654033,0.232042221882179
6,LS,0.226485237450933,0.181194469127145
7,LS,NA,0.249750043979756
8,S,0.226027213348771,0.318860794314058
9,S,0.226697570495935,0.217108068625966
10,LS,0.227645384257477,0.116495656962462
11,S,0.227135600707679,0.267430004302277
12,S,NA,0.200365158345271
